8.750000000000000000e+00,5.000000000000000278e-02,7.320951083965354655e-01
9.000000000000000000e+00,5.000000000000000278e-02,7.011374426734297005e-01
9.250000000000000000e+00,5.000000000000000278e-02,6.709626604223304369e-01
9.500000000000000000e+00,5.000000000000000278e-02,6.417408195796430181e-01
9.750000000000000000e+00,5.000000000000000278e-02,6.135692850993046399e-01
1.000000000000000000e+01,5.000000000000000278e-02,5.864974425583150408e-01
1.025000000000000000e+01,5.000000000000000278e-02,5.605430103745541182e-01
1.050000000000000000e+01,5.000000000000000278e-02,5.357028224225152124e-01
1.075000000000000000e+01,5.000000000000000278e-02,5.119599523807771835e-01
1.100000000000000000e+01,5.000000000000000278e-02,4.892884801480772428e-01
1.125000000000000000e+01,5.000000000000000278e-02,4.676567155338693382e-01
1.150000000000000000e+01,5.000000000000000278e-02,4.470294082499304822e-01
1.175000000000000000e+01,5.000000000000000278e-02,4.273692682765608541e-01
1.200000000000000000e+01,5.000000000000000278e-02,4.086380313969794620e-01
1.225000000000000000e+01,5.000000000000000278e-02,3.907971918551635948e-01
1.250000000000000000e+01,1.000000000000000056e-01,3.748164741696397573e-01
1.275000000000000000e+01,1.000000000000000056e-01,3.617489886504395846e-01
1.300000000000000000e+01,1.000000000000000056e-01,3.514156509572373688e-01
1.325000000000000000e+01,1.000000000000000056e-01,3.434463035820047305e-01
1.350000000000000000e+01,1.000000000000000056e-01,3.374253763806938644e-01
1.375000000000000000e+01,1.000000000000000056e-01,3.329654710122809669e-01
1.400000000000000000e+01,1.000000000000000056e-01,3.297346154609135938e-01
1.425000000000000000e+01,1.000000000000000056e-01,3.274604170995961683e-01
1.450000000000000000e+01,1.000000000000000056e-01,3.259246631304292263e-01
1.475000000000000000e+01,1.000000000000000056e-01,3.249548756531698834e-01
1.500000000000000000e+01,1.000000000000000056e-01,3.244158910897689818e-01
1.525000000000000000e+01,1.000000000000000056e-01,3.242023548075625428e-01
1.550000000000000000e+01,1.000000000000000056e-01,3.242324364023090322e-01
1.575000000000000000e+01,1.000000000000000056e-01,3.244427656085250300e-01
1.600000000000000000e+01,1.000000000000000056e-01,3.247843973872857615e-01
1.625000000000000000e+01,1.000000000000000056e-01,3.252196309297488153e-01
1.650000000000000000e+01,1.000000000000000056e-01,3.257195174366780410e-01
1.675000000000000000e+01,1.000000000000000056e-01,3.262619098144370344e-01
1.700000000000000000e+01,1.000000000000000056e-01,3.268299410724898602e-01
1.725000000000000000e+01,1.000000000000000056e-01,3.274108370217477804e-01
1.750000000000000000e+01,1.000000000000000056e-01,3.279949937923085646e-01
1.775000000000000000e+01,1.000000000000000056e-01,3.285752635280932421e-01
1.800000000000000000e+01,1.000000000000000056e-01,3.291463945705682126e-01
1.825000000000000000e+01,1.000000000000000056e-01,3.297045963446502137e-01
1.850000000000000000e+01,1.000000000000000056e-01,3.302472021377919620e-01
1.875000000000000000e+01,2.099999999999999922e-01,3.354657720894494433e-01
1.900000000000000000e+01,2.099999999999999922e-01,3.475367140718571002e-01
1.925000000000000000e+01,2.099999999999999922e-01,3.634605361269953594e-01
1.950000000000000000e+01,2.099999999999999922e-01,3.813889940192064509e-01
1.975000000000000000e+01,2.099999999999999922e-01,4.002445901249515048e-01
2.000000000000000000e+01,2.099999999999999922e-01,4.193909278296564791e-01
2.025000000000000000e+01,2.099999999999999922e-01,4.384427787370262508e-01
2.050000000000000000e+01,2.099999999999999922e-01,4.571625318468264254e-01
2.075000000000000000e+01,2.099999999999999922e-01,4.754027209751679472e-01
2.100000000000000000e+01,2.099999999999999922e-01,4.930729159051787103e-01
2.125000000000000000e+01,2.099999999999999922e-01,5.101198841351087809e-01
2.150000000000000000e+01,2.099999999999999922e-01,5.265152250467627359e-01
2.175000000000000000e+01,2.099999999999999922e-01,5.422474187688477443e-01
2.200000000000000000e+01,2.099999999999999922e-01,5.573165287213988073e-01
2.225000000000000000e+01,2.099999999999999922e-01,5.717306033960268818e-01
2.250000000000000000e+01,2.099999999999999922e-01,5.855031854012658910e-01
2.275000000000000000e+01,2.099999999999999922e-01,5.986515060182401315e-01
2.300000000000000000e+01,2.099999999999999922e-01,6.111952501064634724e-01
2.325000000000000000e+01,2.099999999999999922e-01,6.231556293796959300e-01
2.350000000000000000e+01,2.099999999999999922e-01,6.345547152710868666e-01
2.375000000000000000e+01,2.099999999999999922e-01,6.454149525082711891e-01
2.400000000000000000e+01,2.099999999999999922e-01,6.557588049175775424e-01
2.425000000000000000e+01,2.099999999999999922e-01,6.656084989191199952e-01
2.450000000000000000e+01,2.099999999999999922e-01,6.749858397237815666e-01
2.475000000000000000e+01,2.099999999999999922e-01,6.839120819142796570e-01
2.500000000000000000e+01,2.099999999999999922e-01,6.924078408364221504e-01
2.525000000000000000e+01,2.099999999999999922e-01,7.004930085109142279e-01
2.550000000000000000e+01,2.099999999999999922e-01,7.081867992767418851e-01
2.575000000000000000e+01,2.099999999999999922e-01,7.155076503795495535e-01
2.600000000000000000e+01,2.099999999999999922e-01,7.224732435332212876e-01
2.625000000000000000e+01,2.099999999999999922e-01,7.291005104672730885e-01
2.650000000000000000e+01,2.099999999999999922e-01,7.354056445443358792e-01
2.675000000000000000e+01,2.099999999999999922e-01,7.414041173721361844e-01
2.700000000000000000e+01,2.099999999999999922e-01,7.471106989206616200e-01
2.725000000000000000e+01,2.099999999999999922e-01,7.525394800095334125e-01
2.750000000000000000e+01,2.099999999999999922e-01,7.577038927161381388e-01
2.775000000000000000e+01,2.099999999999999922e-01,7.626167466322955057e-01
2.800000000000000000e+01,2.099999999999999922e-01,7.672902419416768316e-01
2.825000000000000000e+01,2.099999999999999922e-01,7.717359989486639593e-01
2.850000000000000000e+01,2.099999999999999922e-01,7.759650830098375751e-01
2.875000000000000000e+01,2.099999999999999922e-01,7.799880289912894948e-01
2.900000000000000000e+01,2.099999999999999922e-01,7.838148651105271147e-01
2.925000000000000000e+01,2.099999999999999922e-01,7.874551360650958731e-01
2.950000000000000000e+01,2.099999999999999922e-01,7.909179253831609691e-01
2.975000000000000000e+01,2.099999999999999922e-01,7.942118769565219560e-01
3.000000000000000000e+01,2.099999999999999922e-01,7.973452157356140102e-01
