0.000000000000000000e+00,2.999999999999999889e-01,9.499999999999999556e-01
2.500000000000000000e-01,2.999999999999999889e-01,9.463883753368227403e-01
5.000000000000000000e-01,2.999999999999999889e-01,9.441457724537281049e-01
7.500000000000000000e-01,2.999999999999999889e-01,9.427414891332281943e-01
1.000000000000000000e+00,2.999999999999999889e-01,9.418788902281471920e-01
1.250000000000000000e+00,2.999999999999999889e-01,9.413795084679004166e-01
1.500000000000000000e+00,2.999999999999999889e-01,9.411297442078961906e-01
1.750000000000000000e+00,2.999999999999999889e-01,9.410541122857015717e-01
2.000000000000000000e+00,2.999999999999999889e-01,9.411007886374769260e-01
2.250000000000000000e+00,2.999999999999999889e-01,9.412333058978730183e-01
2.500000000000000000e+00,2.999999999999999889e-01,9.414255293733062580e-01
2.750000000000000000e+00,2.999999999999999889e-01,9.416584755770814885e-01
3.000000000000000000e+00,2.999999999999999889e-01,9.419182338383111919e-01
3.250000000000000000e+00,2.999999999999999889e-01,9.421945531363259407e-01
3.500000000000000000e+00,2.999999999999999889e-01,9.424798628147088575e-01
3.750000000000000000e+00,2.999999999999999889e-01,9.427685769707684349e-01
4.000000000000000000e+00,2.999999999999999889e-01,9.430565917591346992e-01
4.250000000000000000e+00,2.999999999999999889e-01,9.433409171460834797e-01
4.500000000000000000e+00,2.999999999999999889e-01,9.436194034283792442e-01
4.750000000000000000e+00,2.999999999999999889e-01,9.438905364180777413e-01
5.000000000000000000e+00,2.999999999999999889e-01,9.441532829119146930e-01
5.250000000000000000e+00,2.999999999999999889e-01,9.444069733803986955e-01
5.500000000000000000e+00,2.999999999999999889e-01,9.446512130781032912e-01
5.750000000000000000e+00,2.999999999999999889e-01,9.448858137433293614e-01
6.000000000000000000e+00,2.999999999999999889e-01,9.451107412381443140e-01
6.250000000000000000e+00,5.000000000000000278e-02,9.443916314717831773e-01
6.500000000000000000e+00,5.000000000000000278e-02,9.410956593015653571e-01
6.750000000000000000e+00,5.000000000000000278e-02,9.340146822462175313e-01
7.000000000000000000e+00,5.000000000000000278e-02,9.220261120965639323e-01
7.250000000000000000e+00,5.000000000000000278e-02,9.045855957671459224e-01
7.500000000000000000e+00,5.000000000000000278e-02,8.820253692894738373e-01
7.750000000000000000e+00,5.000000000000000278e-02,8.553932304193878622e-01
8.000000000000000000e+00,5.000000000000000278e-02,8.260078580405098014e-01
8.250000000000000000e+00,5.000000000000000278e-02,7.950816564886966642e-01
8.500000000000000000e+00,5.000000000000000278e-02,7.635563894115616757e-01
